,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Secrets___Tiësto,0.648,0.812,11,-7.585,0,0.0414,0.000329,0.0369,0.0857,0.122,128.178,audio_features,0NIC4unbe5KZOp1d9T7OaF,spotify:track:0NIC4unbe5KZOp1d9T7OaF,https://api.spotify.com/v1/tracks/0NIC4unbe5KZOp1d9T7OaF,https://api.spotify.com/v1/audio-analysis/0NIC4unbe5KZOp1d9T7OaF,250947,4,"Club Life, Vol. 4 - New York City",57bABnvvPfNhBQRI70dqlU
So Good - Dawiid & Josef K & Filip Radic Remix___LVSN,0.746,0.839,11,-5.458,1,0.0398,0.00767,0.00571,0.174,0.667,122.033,audio_features,42UY0cQBSdWwbK0HQlTz7D,spotify:track:42UY0cQBSdWwbK0HQlTz7D,https://api.spotify.com/v1/tracks/42UY0cQBSdWwbK0HQlTz7D,https://api.spotify.com/v1/audio-analysis/42UY0cQBSdWwbK0HQlTz7D,206557,4,So Good (Dawiid & Josef K & Filip Radic Remix),3LtymgUnq0jhkFEol7MlJU
Mandala (feat. Mitika) - Official Sunburn 2016 Anthem Extended___KSHMR,0.52,0.958,4,-2.671,0,0.474,0.00407,0.169,0.164,0.256,127.907,audio_features,3Sqk8YYMHkLdBiihWCQFYZ,spotify:track:3Sqk8YYMHkLdBiihWCQFYZ,https://api.spotify.com/v1/tracks/3Sqk8YYMHkLdBiihWCQFYZ,https://api.spotify.com/v1/audio-analysis/3Sqk8YYMHkLdBiihWCQFYZ,176250,4,Mandala (feat. Mitika) [Official Sunburn 2016 Anthem Extended],7hYBmxTkwJhJO07GKTd2t3
Already Know___Adventure Club,0.468,0.649,9,-2.753,0,0.0393,0.432,0,0.105,0.272,140.111,audio_features,3HI54kkKSEZO2wp9hV5tgo,spotify:track:3HI54kkKSEZO2wp9hV5tgo,https://api.spotify.com/v1/tracks/3HI54kkKSEZO2wp9hV5tgo,https://api.spotify.com/v1/audio-analysis/3HI54kkKSEZO2wp9hV5tgo,230853,4,Already Know,19BEw2sFfBtPLnQKGuxb82
Tie Me Down (with Elley Duhé)___Gryffin,0.548,0.839,6,-2.371,1,0.0644,0.135,0,0.102,0.314,98.932,audio_features,4QVS8YCpK71R4FsxSMCjhP,spotify:track:4QVS8YCpK71R4FsxSMCjhP,https://api.spotify.com/v1/tracks/4QVS8YCpK71R4FsxSMCjhP,https://api.spotify.com/v1/audio-analysis/4QVS8YCpK71R4FsxSMCjhP,218296,4,Tie Me Down (with Elley Duhé),69t8rpgBN1ov5kCU6LDMuR
Eat Sleep Rave Repeat (feat. Beardyman) - Calvin Harris Radio Edit___Fatboy Slim,0.697,0.947,0,-4.156,1,0.106,0.424,0.0527,0.128,0.626,128.004,audio_features,6gF4YXwuu1N0lJDOuMLgbU,spotify:track:6gF4YXwuu1N0lJDOuMLgbU,https://api.spotify.com/v1/tracks/6gF4YXwuu1N0lJDOuMLgbU,https://api.spotify.com/v1/audio-analysis/6gF4YXwuu1N0lJDOuMLgbU,168122,4,Eat Sleep Rave Repeat (feat. Beardyman),0aUExTA64dIbHjW8Ezg9iT
Pray ft. Kameron (Blanke Remix)___ILLENIUM,0.484,0.619,10,-5.581,0,0.0558,0.0087,0,0.109,0.345,163.965,audio_features,6BzTAVtYRHbEx6gQ1yMwZJ,spotify:track:6BzTAVtYRHbEx6gQ1yMwZJ,https://api.spotify.com/v1/tracks/6BzTAVtYRHbEx6gQ1yMwZJ,https://api.spotify.com/v1/audio-analysis/6BzTAVtYRHbEx6gQ1yMwZJ,228659,4,Pray (ft. Kameron) - Remixes,2aaNITxnSGDXxqb02E6i3U
候鸟___S.H.E,0.58,0.542,6,-5.853,1,0.0343,0.28,0,0.165,0.188,136.01,audio_features,15kJcw3ZnEh6JzwMQYrJSu,spotify:track:15kJcw3ZnEh6JzwMQYrJSu,https://api.spotify.com/v1/tracks/15kJcw3ZnEh6JzwMQYrJSu,https://api.spotify.com/v1/audio-analysis/15kJcw3ZnEh6JzwMQYrJSu,284293,4,安可,59XEjkHHWIkHuw591gTGLH
Every Chance We Get We Run (feat. Tegan & Sara)___David Guetta,0.562,0.882,11,-4.356,0,0.0604,0.0034,0.124,0.55,0.694,125.985,audio_features,6gDAYjiH3pYyD91SWsxViF,spotify:track:6gDAYjiH3pYyD91SWsxViF,https://api.spotify.com/v1/tracks/6gDAYjiH3pYyD91SWsxViF,https://api.spotify.com/v1/audio-analysis/6gDAYjiH3pYyD91SWsxViF,240000,4,Nothing but the Beat 2.0,5aprcHwM1KJhaY9Kbxkfkn
めぐる季節(「魔女の宅急便」)___Kanako Oba,0.531,0.137,9,-24.634,0,0.0587,0.994,0.847,0.0919,0.38,98.029,audio_features,2jl3ACfZpORAXnW8cZ1kay,spotify:track:2jl3ACfZpORAXnW8cZ1kay,https://api.spotify.com/v1/tracks/2jl3ACfZpORAXnW8cZ1kay,https://api.spotify.com/v1/audio-analysis/2jl3ACfZpORAXnW8cZ1kay,230560,4,ジブリのせかい ピアノの調べ その2,6w5QloMiaOW8MZsQHgt3iv
Meet the Staff___Garoad,0.478,0.507,0,-11.537,1,0.0283,0.000264,0.282,0.174,0.427,173.869,audio_features,1RJ21j4nmHOBL2DDSNpTno,spotify:track:1RJ21j4nmHOBL2DDSNpTno,https://api.spotify.com/v1/tracks/1RJ21j4nmHOBL2DDSNpTno,https://api.spotify.com/v1/audio-analysis/1RJ21j4nmHOBL2DDSNpTno,217931,4,VA-11 Hall-A: Prologue (Orignal Soundtrack: Sounds from the Future),3m4tfKRhqB9e4Lz5nBDxPh
Hold You Tonight (with Chris Lane)___Gryffin,0.467,0.795,11,-3.6,1,0.0687,0.102,0,0.264,0.472,163.837,audio_features,58jecLK0epwMLr9cy5vFUy,spotify:track:58jecLK0epwMLr9cy5vFUy,https://api.spotify.com/v1/tracks/58jecLK0epwMLr9cy5vFUy,https://api.spotify.com/v1/audio-analysis/58jecLK0epwMLr9cy5vFUy,219354,4,Hold You Tonight (with Chris Lane),3jpi8V1xyAiNNiheqa6Rl5
Ringing -Logic-___阿保 剛,0.302,0.619,11,-5.8,1,0.0438,0.332,0,0.104,0.262,185.594,audio_features,2mTtNTa2fnj9m4uyBbKPDr,spotify:track:2mTtNTa2fnj9m4uyBbKPDr,https://api.spotify.com/v1/tracks/2mTtNTa2fnj9m4uyBbKPDr,https://api.spotify.com/v1/audio-analysis/2mTtNTa2fnj9m4uyBbKPDr,199080,3,Wrapped In Red,7Jahqd1kx9Qau0E9x9iZj6
Hopes and Dreams___Garoad,0.442,0.138,6,-19.298,0,0.0319,0.951,0.871,0.147,0.0373,93.951,audio_features,4ReoCtPDVO83gAFgW3zSXD,spotify:track:4ReoCtPDVO83gAFgW3zSXD,https://api.spotify.com/v1/tracks/4ReoCtPDVO83gAFgW3zSXD,https://api.spotify.com/v1/audio-analysis/4ReoCtPDVO83gAFgW3zSXD,47234,4,VA-11 Hall-A (Original Soundtrack: Second Round),666rsOsL45p68o5BzooByj
GO!!!___FLOW,0.512,0.462,9,-10.491,1,0.0408,0.83,0.166,0.121,0.353,112.05,audio_features,5BK0uqwY9DNfZ630STAEaq,spotify:track:5BK0uqwY9DNfZ630STAEaq,https://api.spotify.com/v1/tracks/5BK0uqwY9DNfZ630STAEaq,https://api.spotify.com/v1/audio-analysis/5BK0uqwY9DNfZ630STAEaq,185320,4,evermore,2Xoteh7uEpea4TohMxjtaq
PIRI___DREAMCATCHER,0.507,0.869,2,-2.245,0,0.0594,0.18,0,0.474,0.507,170.043,audio_features,6vHyPhg8fgclBiY8QN68wp,spotify:track:6vHyPhg8fgclBiY8QN68wp,https://api.spotify.com/v1/tracks/6vHyPhg8fgclBiY8QN68wp,https://api.spotify.com/v1/audio-analysis/6vHyPhg8fgclBiY8QN68wp,206819,4,The End of Nightmare,02YL02Pjk6moxi5iuYsIPC
Back & Forth___MK,0.684,0.816,10,-5.211,0,0.0322,0.0181,0,0.0222,0.702,121.993,audio_features,4M8x1TR36VMQMFMbGCdoyA,spotify:track:4M8x1TR36VMQMFMbGCdoyA,https://api.spotify.com/v1/tracks/4M8x1TR36VMQMFMbGCdoyA,https://api.spotify.com/v1/audio-analysis/4M8x1TR36VMQMFMbGCdoyA,196215,4,Back & Forth,2WqGsuxmIREkcArxbp5IK0
Metropolis___Garoad,0.522,0.856,8,-5.185,1,0.121,0.432,0,0.103,0.876,167.734,audio_features,5INhgLY5BQfXAr61XPAoSq,spotify:track:5INhgLY5BQfXAr61XPAoSq,https://api.spotify.com/v1/tracks/5INhgLY5BQfXAr61XPAoSq,https://api.spotify.com/v1/audio-analysis/5INhgLY5BQfXAr61XPAoSq,295360,4,Under Pressure (Deluxe),1Mk7Lei0Ra3hawezqmad5V
Silver Bullet___Casey Edwards,0.575,0.907,11,-6.739,1,0.0345,2.62e-05,0.0422,0.149,0.566,130.015,audio_features,4vnukzBCfcOHeBYp1N7dDz,spotify:track:4vnukzBCfcOHeBYp1N7dDz,https://api.spotify.com/v1/tracks/4vnukzBCfcOHeBYp1N7dDz,https://api.spotify.com/v1/audio-analysis/4vnukzBCfcOHeBYp1N7dDz,191135,4,DEVIL MAY CRY 5 Original SoundTrack,1moJ6fFO8yD6itUlDZXlwe
Harmony - Original Mix___Nicky Romero,0.648,0.9,10,-3.771,0,0.0791,0.00247,0.0638,0.0913,0.335,128.028,audio_features,6epEETcPidP9o6YoILQQPc,spotify:track:6epEETcPidP9o6YoILQQPc,https://api.spotify.com/v1/tracks/6epEETcPidP9o6YoILQQPc,https://api.spotify.com/v1/audio-analysis/6epEETcPidP9o6YoILQQPc,335714,4,Harmony,6TcV1jbG4muMUSXGv47644
Let Me Love You - Zedd Remix___DJ Snake,0.719,0.852,10,-4.244,0,0.0522,0.00976,0.00569,0.084,0.262,117.032,audio_features,7xufmkFUZoSjX1mxWupnKY,spotify:track:7xufmkFUZoSjX1mxWupnKY,https://api.spotify.com/v1/tracks/7xufmkFUZoSjX1mxWupnKY,https://api.spotify.com/v1/audio-analysis/7xufmkFUZoSjX1mxWupnKY,206653,4,Let Me Love You (Zedd Remix),6JMFdIKDSoqNPLcjD71TFF
Hide Away (feat. Envy Monroe)___Blasterjaxx,0.573,0.746,10,-4.894,1,0.0421,0.0249,0,0.361,0.134,130.001,audio_features,0qbM7dVGfMI3Pw4QuXYmuM,spotify:track:0qbM7dVGfMI3Pw4QuXYmuM,https://api.spotify.com/v1/tracks/0qbM7dVGfMI3Pw4QuXYmuM,https://api.spotify.com/v1/audio-analysis/0qbM7dVGfMI3Pw4QuXYmuM,188000,4,Perspective,72DXbnLW96RtEy3bApHYCK
Alive - Trivecta Remix___Dabin,0.397,0.672,11,-5.463,1,0.0712,0.0303,1.21e-06,0.068,0.316,155.036,audio_features,3i8IV2Gw4GG1D6Zhvf678s,spotify:track:3i8IV2Gw4GG1D6Zhvf678s,https://api.spotify.com/v1/tracks/3i8IV2Gw4GG1D6Zhvf678s,https://api.spotify.com/v1/audio-analysis/3i8IV2Gw4GG1D6Zhvf678s,247742,4,Wild Youth (The Remixes),6qkWcThMnJPaQNiK7ZYQ4E
Chase___Aaron Carpenter,0.825,0.566,11,-7.208,1,0.126,0.291,1.01e-05,0.511,0.535,136.935,audio_features,3fdAnBywqp0lgyZvkVEkog,spotify:track:3fdAnBywqp0lgyZvkVEkog,https://api.spotify.com/v1/tracks/3fdAnBywqp0lgyZvkVEkog,https://api.spotify.com/v1/audio-analysis/3fdAnBywqp0lgyZvkVEkog,198499,4,Chase,7vGASIfQ2foQzcFopbP9vj
What to Do___GLDN,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,audio_features,4AO1XhrgJczQ9bNVxdfKQe,spotify:track:4AO1XhrgJczQ9bNVxdfKQe,https://api.spotify.com/v1/tracks/4AO1XhrgJczQ9bNVxdfKQe,https://api.spotify.com/v1/audio-analysis/4AO1XhrgJczQ9bNVxdfKQe,250142,4,JACKBOYS,1Sf8GsXG32t0jNrX11xqWx
Heartbeat - Nicky Romero Edit___Magnificence,0.597,0.909,2,-5.302,0,0.0744,0.00115,0.0828,0.911,0.087,128.008,audio_features,1tXBMzTlhwycDiUDnHgTyo,spotify:track:1tXBMzTlhwycDiUDnHgTyo,https://api.spotify.com/v1/tracks/1tXBMzTlhwycDiUDnHgTyo,https://api.spotify.com/v1/audio-analysis/1tXBMzTlhwycDiUDnHgTyo,302000,4,Heartbeat (Nicky Romero Edit),15T9DwieCpG4mbbtwEejEJ
All I Got___Said the Sky,0.325,0.578,2,-6.786,1,0.0455,0.158,0.00479,0.575,0.103,144.745,audio_features,1iaTDu4PCIWQQOwwwqq5qW,spotify:track:1iaTDu4PCIWQQOwwwqq5qW,https://api.spotify.com/v1/tracks/1iaTDu4PCIWQQOwwwqq5qW,https://api.spotify.com/v1/audio-analysis/1iaTDu4PCIWQQOwwwqq5qW,315724,4,Wide-Eyed,1aMtc9GO9PE3bqFd0pu4C4
Die For You___Excision,0.15,0.889,8,-0.763,0,0.284,0.108,0.07,0.31,0.361,74.978,audio_features,3ssJPgwPQYRRmQMvJV2hJH,spotify:track:3ssJPgwPQYRRmQMvJV2hJH,https://api.spotify.com/v1/tracks/3ssJPgwPQYRRmQMvJV2hJH,https://api.spotify.com/v1/audio-analysis/3ssJPgwPQYRRmQMvJV2hJH,239120,4,Apex,6zAoh1dmY6dDlkh9CSO5Im
See Through___ARI,0.54,0.551,2,-7.611,0,0.0304,0.0645,0.000323,0.262,0.416,95.437,audio_features,3AnsYRUEZUuzLv8XQq3u4H,spotify:track:3AnsYRUEZUuzLv8XQq3u4H,https://api.spotify.com/v1/tracks/3AnsYRUEZUuzLv8XQq3u4H,https://api.spotify.com/v1/audio-analysis/3AnsYRUEZUuzLv8XQq3u4H,176273,4,Idiot Grl,2CfWtfEV4rJ3D8vcZFGHzm
All Star___Smash Mouth,0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,audio_features,3cfOd4CMv2snFaKAnMdnvK,spotify:track:3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,200373,4,Astro Lounge,2kyTLcEZe6nc1s6ve0zW9P
Fade Out___Seeb,0.706,0.68,4,-4.65,0,0.0424,0.118,0,0.0443,0.728,105.977,audio_features,20XjdVfh6kFATmgm7T0C5r,spotify:track:20XjdVfh6kFATmgm7T0C5r,https://api.spotify.com/v1/tracks/20XjdVfh6kFATmgm7T0C5r,https://api.spotify.com/v1/audio-analysis/20XjdVfh6kFATmgm7T0C5r,196667,4,Fade Out,5cRfEKSt7XnvyUTTYuDU7v
Here Tonight___Dash Berlin,0.557,0.841,7,-2.472,0,0.0426,0.106,0,0.337,0.188,127.977,audio_features,6Ha2gDoMVDHaRjxxoS6qZJ,spotify:track:6Ha2gDoMVDHaRjxxoS6qZJ,https://api.spotify.com/v1/tracks/6Ha2gDoMVDHaRjxxoS6qZJ,https://api.spotify.com/v1/audio-analysis/6Ha2gDoMVDHaRjxxoS6qZJ,241875,4,We Are (Part 1),2oe5wbyJfN9KbmzgF3FP3E
脳内___Lenny code fiction,0.325,0.978,5,-3.18,0,0.193,0.000323,0,0.107,0.517,180.059,audio_features,6t931d3CgZZMJW2drKQ10K,spotify:track:6t931d3CgZZMJW2drKQ10K,https://api.spotify.com/v1/tracks/6t931d3CgZZMJW2drKQ10K,https://api.spotify.com/v1/audio-analysis/6t931d3CgZZMJW2drKQ10K,255867,4,In My Head,2cJzGu79X8sOfQ9TmFr1ZG
Broken Ones (with Anna Clendening)___ILLENIUM,0.545,0.668,7,-3.962,0,0.0906,0.148,0,0.372,0.249,149.988,audio_features,6tPnAqe6UNeKMoOrruBSEi,spotify:track:6tPnAqe6UNeKMoOrruBSEi,https://api.spotify.com/v1/tracks/6tPnAqe6UNeKMoOrruBSEi,https://api.spotify.com/v1/audio-analysis/6tPnAqe6UNeKMoOrruBSEi,198286,4,ASCEND,60xcVwuQJAOyu11xf9mObS
"Memory (From ""Angel Beats!"")___Kenzie Smith Piano",0.571,0.0146,7,-18.944,1,0.0973,0.99,0.862,0.145,0.667,127.018,audio_features,2gC4iskVOY3ZCBZcWNIJGf,spotify:track:2gC4iskVOY3ZCBZcWNIJGf,https://api.spotify.com/v1/tracks/2gC4iskVOY3ZCBZcWNIJGf,https://api.spotify.com/v1/audio-analysis/2gC4iskVOY3ZCBZcWNIJGf,106150,3,"Anime Music Collection Piano Solo, Vol. 7",5wk1qw3cmzKvgBPvmhjNV1
On My Life___Cheat Codes,0.699,0.645,9,-5.307,1,0.078,0.413,0,0.355,0.676,104.939,audio_features,6nnntyJFxLzaCmNnhHe3C1,spotify:track:6nnntyJFxLzaCmNnhHe3C1,https://api.spotify.com/v1/tracks/6nnntyJFxLzaCmNnhHe3C1,https://api.spotify.com/v1/audio-analysis/6nnntyJFxLzaCmNnhHe3C1,179340,4,On My Life,242iBDjn57roEbUdUmgKPV
Light Headed___David Guetta,0.452,0.709,9,-6.053,0,0.0448,0.0595,0,0.124,0.343,139.883,audio_features,7ruWjzDQymWE7oJfQB9Sj6,spotify:track:7ruWjzDQymWE7oJfQB9Sj6,https://api.spotify.com/v1/tracks/7ruWjzDQymWE7oJfQB9Sj6,https://api.spotify.com/v1/audio-analysis/7ruWjzDQymWE7oJfQB9Sj6,178720,4,7,2Sq9AIsIrad2GygwB6QLPt
空は高く風は歌う___Luna Haruna,0.512,0.588,0,-4.821,0,0.0245,0.416,0,0.325,0.478,95.982,audio_features,1y2SaF15ShbovUZMuT4BrN,spotify:track:1y2SaF15ShbovUZMuT4BrN,https://api.spotify.com/v1/tracks/1y2SaF15ShbovUZMuT4BrN,https://api.spotify.com/v1/audio-analysis/1y2SaF15ShbovUZMuT4BrN,270720,4,Oversky,6YiOtqUbHlIDbVcFvEmcka
Take Me to Your Heart___Michael Learns To Rock,0.65,0.438,3,-10.358,0,0.027,0.236,1.65e-06,0.0979,0.393,122.009,audio_features,7rdtBpPpe4knfd7aD98h9X,spotify:track:7rdtBpPpe4knfd7aD98h9X,https://api.spotify.com/v1/tracks/7rdtBpPpe4knfd7aD98h9X,https://api.spotify.com/v1/audio-analysis/7rdtBpPpe4knfd7aD98h9X,240640,4,Michael Learns To Rock,1QIn6Ei16FidIGiHgylZDB
Sound of Where'd U Go___ILLENIUM,0.602,0.763,7,-3.547,1,0.27,0.0038,0.000144,0.102,0.234,180.004,audio_features,20KW4L9nwQ5oP4IHHrbCeY,spotify:track:20KW4L9nwQ5oP4IHHrbCeY,https://api.spotify.com/v1/tracks/20KW4L9nwQ5oP4IHHrbCeY,https://api.spotify.com/v1/audio-analysis/20KW4L9nwQ5oP4IHHrbCeY,200000,4,Sound of Where'd U Go,3YmZ8uEUfLiTenSgig3pW1
まちがいさがし___Kenshi Yonezu,0.511,0.533,0,-8.229,1,0.0577,0.628,0,0.165,0.405,83.183,audio_features,4FidnSkTNEEQLmPpueLPd7,spotify:track:4FidnSkTNEEQLmPpueLPd7,https://api.spotify.com/v1/tracks/4FidnSkTNEEQLmPpueLPd7,https://api.spotify.com/v1/audio-analysis/4FidnSkTNEEQLmPpueLPd7,267453,4,STRAY SHEEP,0htxNVyVbhow8ESseUu5UV
Pressure - Alesso Remix___Nadia Ali,0.64,0.792,10,-4.875,0,0.0419,0.000538,0.604,0.0745,0.383,128.001,audio_features,582JLMTy2WCHPgKFJ4xCq7,spotify:track:582JLMTy2WCHPgKFJ4xCq7,https://api.spotify.com/v1/tracks/582JLMTy2WCHPgKFJ4xCq7,https://api.spotify.com/v1/audio-analysis/582JLMTy2WCHPgKFJ4xCq7,368000,4,Pressure (The Remixes),7CAu0Fk9xQxFCKgOBylOMM
Reckless___Gareth Emery,0.619,0.805,5,-4.759,1,0.0452,0.29,0,0.236,0.354,128.039,audio_features,2v9SirLJCR6EPUD7hQySfX,spotify:track:2v9SirLJCR6EPUD7hQySfX,https://api.spotify.com/v1/tracks/2v9SirLJCR6EPUD7hQySfX,https://api.spotify.com/v1/audio-analysis/2v9SirLJCR6EPUD7hQySfX,202353,4,100 Reasons To Live,5HicuC798USMxrV1PP4pxX
We Are Life - MOTi Remix___Stadiumx,0.578,0.864,7,-4.503,0,0.0679,0.0482,4.89e-06,0.533,0.316,125.985,audio_features,3FURKymEJ3vXeEICM4i9w9,spotify:track:3FURKymEJ3vXeEICM4i9w9,https://api.spotify.com/v1/tracks/3FURKymEJ3vXeEICM4i9w9,https://api.spotify.com/v1/audio-analysis/3FURKymEJ3vXeEICM4i9w9,163810,4,We Are Life (MOTi Remix),4WAU9WjBkugWOf45HZNkcs
Glocks (feat. Milano The Don)___Riot Ten,0.646,0.87,11,-4.847,0,0.123,0.01,0.251,0.0966,0.204,75.066,audio_features,7MLSSXQOVCNKq8H3difWMz,spotify:track:7MLSSXQOVCNKq8H3difWMz,https://api.spotify.com/v1/tracks/7MLSSXQOVCNKq8H3difWMz,https://api.spotify.com/v1/audio-analysis/7MLSSXQOVCNKq8H3difWMz,167150,4,Glocks (feat. Milano The Don),7buOkZbhCu1hOUq8magjrt
Choices___KREAM,0.678,0.859,5,-6.029,0,0.0507,0.0154,0.00123,0.1,0.48,123.998,audio_features,6B07qI5lbBHuJpC6Ho3PJh,spotify:track:6B07qI5lbBHuJpC6Ho3PJh,https://api.spotify.com/v1/tracks/6B07qI5lbBHuJpC6Ho3PJh,https://api.spotify.com/v1/audio-analysis/6B07qI5lbBHuJpC6Ho3PJh,189708,4,Choices,1WMKFRpdI8CEBBydGTlbv3
Hold On (feat. Michel Zitron)___Martin Garrix,0.422,0.711,2,-4.809,0,0.0385,0.0176,0,0.559,0.321,128.066,audio_features,22zxLxXlXrBIm7XaazHNrg,spotify:track:22zxLxXlXrBIm7XaazHNrg,https://api.spotify.com/v1/tracks/22zxLxXlXrBIm7XaazHNrg,https://api.spotify.com/v1/audio-analysis/22zxLxXlXrBIm7XaazHNrg,244453,4,Hold On (feat. Michel Zitron),2BxWklE9D6hPhvPgcvLWtZ
Give It To You (from Songland)___Julia Michaels,0.365,0.614,9,-7.1,1,0.0831,0.506,0,0.164,0.495,96.799,audio_features,0U2HEoCazR0hZlNavNeWov,spotify:track:0U2HEoCazR0hZlNavNeWov,https://api.spotify.com/v1/tracks/0U2HEoCazR0hZlNavNeWov,https://api.spotify.com/v1/audio-analysis/0U2HEoCazR0hZlNavNeWov,135444,4,Give It To You (from Songland),6cEaN8pCbLYUGTqop8L7e0
Nomadic (feat. Joji)___Higher Brothers,0.84,0.536,4,-7.652,0,0.158,0.0501,0.000248,0.73,0.56,75.013,audio_features,4fq9ldVbZ57iYFGrKpDLj0,spotify:track:4fq9ldVbZ57iYFGrKpDLj0,https://api.spotify.com/v1/tracks/4fq9ldVbZ57iYFGrKpDLj0,https://api.spotify.com/v1/audio-analysis/4fq9ldVbZ57iYFGrKpDLj0,244800,4,Nomadic (feat. Joji),1M07fnryBInT7PVKR3N6FP
Raise Your Hands - Radio Edit___Ummet Ozcan,0.711,0.958,4,-3.47,1,0.0443,0.00595,0.792,0.168,0.231,127.997,audio_features,1j9IdProZpoS0mVqlyfOp1,spotify:track:1j9IdProZpoS0mVqlyfOp1,https://api.spotify.com/v1/tracks/1j9IdProZpoS0mVqlyfOp1,https://api.spotify.com/v1/audio-analysis/1j9IdProZpoS0mVqlyfOp1,191250,4,Raise Your Hands (Radio Edit),190meMRgB5CaICnAHKaYp9
Until You Were Gone (feat. Emily Warren) - Reez Remix___The Chainsmokers,0.509,0.733,1,-6.127,1,0.0569,0.064,2.2e-06,0.358,0.316,128.021,audio_features,0Ew1kz7hJjOTpH5IAwLcSU,spotify:track:0Ew1kz7hJjOTpH5IAwLcSU,https://api.spotify.com/v1/tracks/0Ew1kz7hJjOTpH5IAwLcSU,https://api.spotify.com/v1/audio-analysis/0Ew1kz7hJjOTpH5IAwLcSU,216267,4,Until You Were Gone (Remixes) (feat. Emily Warren),50R3SoE707H6HmKVipKQV6
"Uragirimono no Requiem (From ""Jojo's Bizarre Adventure: Golden Wind"")___Miura Jam",0.325,0.962,4,-3.703,1,0.216,0.0215,0,0.115,0.332,168.03,audio_features,0MZQ04jxQTZ4XF0C9SFMlm,spotify:track:0MZQ04jxQTZ4XF0C9SFMlm,https://api.spotify.com/v1/tracks/0MZQ04jxQTZ4XF0C9SFMlm,https://api.spotify.com/v1/audio-analysis/0MZQ04jxQTZ4XF0C9SFMlm,215714,4,"Uragirimono no Requiem (From ""Jojo's Bizarre Adventure: Golden Wind"")",4yuqipbHuFWCvmBUyWPbFE
Showtime!___Garoad,0.858,0.333,4,-7.903,1,0.0763,0.00228,0.74,0.147,0.95,110.065,audio_features,0ndAWjxHjiWtAl3408S40t,spotify:track:0ndAWjxHjiWtAl3408S40t,https://api.spotify.com/v1/tracks/0ndAWjxHjiWtAl3408S40t,https://api.spotify.com/v1/audio-analysis/0ndAWjxHjiWtAl3408S40t,43154,4,Airy On A Grande,7856Lx7v98BJ2Xm6O69MKC
Bloodstream___The Chainsmokers,0.62,0.627,9,-5.889,1,0.0259,0.0317,0,0.172,0.164,90.955,audio_features,26AuyrZGzWWiYZPSd3XBIg,spotify:track:26AuyrZGzWWiYZPSd3XBIg,https://api.spotify.com/v1/tracks/26AuyrZGzWWiYZPSd3XBIg,https://api.spotify.com/v1/audio-analysis/26AuyrZGzWWiYZPSd3XBIg,224280,4,Memories...Do Not Open,4JPguzRps3kuWDD5GS6oXr
QUESTION___3年E組うた担(渚&茅野&業&磯貝&前原),0.439,0.987,7,-2.723,0,0.0717,0.00498,2.9e-05,0.325,0.663,176.912,audio_features,4MorYttxU39XKVoRlCopyz,spotify:track:4MorYttxU39XKVoRlCopyz,https://api.spotify.com/v1/tracks/4MorYttxU39XKVoRlCopyz,https://api.spotify.com/v1/audio-analysis/4MorYttxU39XKVoRlCopyz,266227,4,QUESTION,6ELyctfHTgAeKxsABX4yyr
Just Gone___TeddyLoid,0.527,0.869,5,-0.346,0,0.0422,0.00997,5.9e-05,0.101,0.183,94.953,audio_features,6blqim1gos0O4DsJPjGIDb,spotify:track:6blqim1gos0O4DsJPjGIDb,https://api.spotify.com/v1/tracks/6blqim1gos0O4DsJPjGIDb,https://api.spotify.com/v1/audio-analysis/6blqim1gos0O4DsJPjGIDb,237474,4,SILENT PLANET: RELOADED,29TvYh8nV1MkcvdfjOMCsA
This Can't Be Love___Victor Crone,0.622,0.522,5,-6.928,1,0.0325,0.127,4.77e-05,0.111,0.286,82.965,audio_features,5Iw4cSCvs47SbHDjpwkgdq,spotify:track:5Iw4cSCvs47SbHDjpwkgdq,https://api.spotify.com/v1/tracks/5Iw4cSCvs47SbHDjpwkgdq,https://api.spotify.com/v1/audio-analysis/5Iw4cSCvs47SbHDjpwkgdq,207653,4,This Can't Be Love,7MfTdAxdpg5wGnfzdwTACD
Love on Me___Galantis,0.562,0.906,4,-2.085,1,0.0758,0.105,0,0.145,0.674,124.146,audio_features,2MHCiOohBZEQuLgDTPvSzF,spotify:track:2MHCiOohBZEQuLgDTPvSzF,https://api.spotify.com/v1/tracks/2MHCiOohBZEQuLgDTPvSzF,https://api.spotify.com/v1/audio-analysis/2MHCiOohBZEQuLgDTPvSzF,205920,4,Love on Me,2bnkh4EIAqmqJTKRZjwfz8
